sequence	scope	subject	step	status	elapsed_seconds	start_rss_mib	end_rss_mib	peak_rss_mib	peak_increase_mib	error
260	subject_step	124422	save_cifti	ok	2.1643517520278692	956.1953125	956.1953125	956.1953125	0.0	
261	subject	124422	subject_total	ok	12.61268707178533	955.10546875	956.1953125	3137.26171875	2182.15625	
262	subject_step	124826	load_subject_data	ok	2.3943013213574886	956.1953125	955.21875	3146.6484375	2190.453125	
263	subject_step	124826	build_network_timecourse	ok	0.7006668522953987	955.21875	988.03125	988.03125	32.8125	
264	subject_step	124826	connectivity_fingerprint	ok	5.640414355322719	988.03125	1078.47265625	1831.69140625	843.66015625	
265	subject_step	124826	build_output_metadata	ok	0.026577208191156387	1078.47265625	1078.47265625	1078.47265625	0.0	
266	subject_step	124826	create_cifti	ok	1.4757335502654314	1078.47265625	956.20703125	1078.47265625	0.0	
267	subject_step	124826	save_cifti	ok	2.080421293154359	956.20703125	956.20703125	956.20703125	0.0	
268	subject	124826	subject_total	ok	12.602317057549953	956.1953125	956.20703125	3146.6484375	2190.453125	
269	subject_step	125525	load_subject_data	ok	2.3613542709499598	956.20703125	956.20703125	3150.9921875	2194.78515625	
270	subject_step	125525	build_network_timecourse	ok	0.7110241465270519	956.20703125	989.14453125	989.14453125	32.9375	
271	subject_step	125525	connectivity_fingerprint	ok	5.949419992044568	989.14453125	1078.74609375	1831.80859375	842.6640625	
272	subject_step	125525	build_output_metadata	ok	0.038715602830052376	1078.74609375	1078.74609375	1078.74609375	0.0	
273	subject_step	125525	create_cifti	ok	1.3963078800588846	1078.74609375	955.50390625	1078.74609375	0.0	
274	subject_step	125525	save_cifti	ok	2.013334522023797	955.50390625	955.50390625	955.50390625	0.0	
275	subject	125525	subject_total	ok	12.729382453486323	956.20703125	955.50390625	3150.9921875	2194.78515625	
276	subject_step	126325	load_subject_data	ok	2.4122365210205317	955.50390625	955.50390625	3271.20703125	2315.703125	
277	subject_step	126325	build_network_timecourse	ok	0.7181663159281015	955.50390625	988.203125	988.203125	32.69921875	
278	subject_step	126325	connectivity_fingerprint	ok	5.696119364351034	988.203125	1079.86328125	1877.23828125	889.03515625	
279	subject_step	126325	build_output_metadata	ok	0.02227654494345188	1079.86328125	1079.86328125	1079.86328125	0.0	
280	subject_step	126325	create_cifti	ok	1.3917035795748234	1079.86328125	956.62109375	1079.86328125	0.0	
281	subject_step	126325	save_cifti	ok	2.1342992521822453	956.62109375	956.62109375	956.62109375	0.0	
282	subject	126325	subject_total	ok	12.688300454989076	955.50390625	956.62109375	3271.20703125	2315.703125	
283	function		get_hcp_fs32k_rsfc	ok	509.8955359067768	128.44140625	274.3515625	3271.20703125	3142.765625	
